,Represented Test Veh Make,Represented Test Veh Model,CO2 (g/mi),Veh Mfr Code,Vehicle Type,Test Vehicle ID
844,KIA,Rio,208.87429230454546,KMX,Car,UB3R6AU13A1
845,KIA,Rio ECO,205.58975,KMX,Car,UB3R6AU15A1
846,KIA,SEDONA,334.26433333333335,KMX,Truck,VQ0L5GU19A2
847,KIA,SORENTO,293.9634473684211,KMX,Truck,XM0F4GU12A1
848,KIA,SOUL,232.179268375,KMX,Car,AM2N0GF12A1
849,KIA,SOUL ECO,221.31760214000002,KMX,Car,AM2N0GF11A1
850,KIA,SPECTRA,254.0114863923077,KMX,Car,LD7B0U27A1
851,KIA,SPORTAGE,319.35,KMX,Truck,KM8B0U14A1
852,KIA,Soul,249.67510179166666,KMX,Car,PS4R6AU09A1
853,KIA,Soul ECO dynamics,248.09263955000003,KMX,Car,PS4N0AU17A2
854,KIA,Sportage,279.6028624770833,KMX,Truck,SL1F4GF32B1
855,Kia,Cadenza,373.98096,KMX,Car,VG4L3AU21A2
856,Kia,Forte,211.4503,KMX,Car,YD5N8GF05A1
857,Kia,Sedona,336.83261396666666,KMX,Truck,YP5L3U01AC
858,Kia,Sedona SX,324.71905000000004,KMX,Truck,YP5L3U05AC
859,Kia,Sedona SXL,360.08410000000003,KMX,Truck,YP5L3U03AC
860,Kia,Sorento,317.81099439166667,KMX,Car,UM5F0U09AC
862,Kia,Sportage,298.0694746038462,KMX,Truck,SL4F4AU53A5
863,Koenigsegg,CC-X Agera,521.415,KGG,Car,BRU527
864,LAMBORGHINI,834,629.3888888888889,NLX,Car,LB83-BP2
865,LAMBORGHINI,AVENTADOR,611.6528567375,NLX,Car,LB83-DSSCD
866,LAMBORGHINI,Huracan,488.93333333333334,VGA,Car,FNLE-LBQ
867,LAMBORGHINI,MURCIELAGO,709.0,NLX,Car,EDV-07-147/148-P7
868,LAND ROVER,LR2,385.355,LRX,Truck,581PP001
869,LAND ROVER,LR3,471.04,LRX,Truck,0AVP0002
870,LAND ROVER,Range Rover,464.49,LRX,Truck,2AVP1032
871,LAND ROVER,Range Rover Sport,464.0725,LRX,Truck,VX10HWS
872,LAND ROVER,Range Rover Sport Supercharged,493.335,LRX,Truck,0AVP0049
873,LAND ROVER,Range Rover Supercharged,489.51500000000004,LRX,Truck,2AVP1033
874,LEXUS,CT 200h,181.92298432857143,TYX,Car,11-ZA1H
875,LEXUS,ES 300h,198.06175380666667,TYX,Car,13-AV2H
876,LEXUS,ES 350,272.6567156052632,TYX,Car,13-GV1A
877,LEXUS,GS 200t F SPORT,271.92046115,TYX,Car,16-AE1A
878,LEXUS,GS 350,343.46685845757577,TYX,Car,16-GR3A
879,LEXUS,GS 350 AWD,366.26735525806447,TYX,Car,16-GR2A
880,LEXUS,GS 350 F SPORT,301.76765495,TYX,Car,16-GR3A
881,LEXUS,GS 450h,261.51191271267606,TYX,Car,13-GW2H
883,LEXUS,GS F,430.78265597999996,TYX,Car,16-UL1A
884,LEXUS,GX 460,391.07774286428565,TYX,Truck,14-UJ3A
885,LEXUS,HS 250h,186.19112809166666,TYX,Car,10-AF1H
886,LEXUS,IS 200t,255.25,TYX,Car,16-AE2A
887,LEXUS,IS 250,287.0784112666667,TYX,Car,14-GE5A
888,LEXUS,IS 250 AWD,296.50147515000003,TYX,Car,14-GE4A
889,LEXUS,IS 250/IS 250C,278.03877088684214,TYX,Car,13-GE1A
890,LEXUS,IS 350,361.32988558,TYX,Car,14-GE3A
891,LEXUS,IS 350 AWD,353.0749214985714,TYX,Car,14-GE1A
892,LEXUS,IS 350/IS 350C,300.6504110222222,TYX,Car,13-GE5A
893,LEXUS,IS F,358.2390817,TYX,Car,08-UE2A
894,LEXUS,LFA,540.091445625,TYX,Car,12-LA1S
896,LEXUS,LS 460 AWD,365.23971150000006,TYX,Car,09-UF1A
897,LEXUS,LS 460 L,345.55760631666664,TYX,Car,07-UF1A
898,LEXUS,LS 460 L AWD,367.9814464,TYX,Car,09-UF1A
899,LEXUS,LS 600h L,394.5036022076923,TYX,Car,08-UF2H
900,LEXUS,LX 570,472.6634005633333,TYX,Truck,16-UJ1A
901,LEXUS,NX 200t,264.8928247833333,TYX,Truck,15-AZ4A
902,LEXUS,NX 200t AWD,266.48021738333335,TYX,Truck,15-AZ3A
903,LEXUS,NX 200t AWD F SPORT,277.6453895833333,TYX,Truck,15-AZ1A
904,LEXUS,NX 300h,198.5628066125,TYX,Truck,15-AZ3H
905,LEXUS,NX 300h AWD,204.18882692,TYX,Truck,15-AZ1H
906,LEXUS,RC F,414.13030984,TYX,Car,15-UC1A
907,LEXUS,RX 350,315.8013610666667,TYX,Truck,16-GL3A
908,LEXUS,RX 350 AWD,324.216236025,TYX,Truck,16-GL2A
909,LEXUS,RX 450h,235.0317762076923,TYX,Truck,16-GL3H
910,LEXUS,RX 450h AWD,235.5054032936508,TYX,Truck,16-GL1H
911,LEXUS,SC 430,354.814339175,TYX,Car,06-UZ1A
912,LINCOLN,EXPEDITION 4X2,422.80219999999997,FMX,Truck,BEA12832
914,LINCOLN,NAVIGATOR 4X4,442.60360000000003,FMX,Truck,BEA12829
915,LINCOLN,NAVIGATOR 4X4 EXT,524.0399159272728,FMX,Truck,9F61-5.4-J-811
916,LINCOLN,NAVIGATOR 4X4 EXT.,485.82887457500004,FMX,Truck,9B51-5.4-C-796
917,LINCOLN-MERCURY,FUSION,265.51725,FMX,Car,ADE2-2.5-L-942
918,LINCOLN-MERCURY,Fusion,316.1542083333333,FMX,Car,ADE1-3.5-J-834
919,LINCOLN-MERCURY,GRAND MARQUIS,347.854000075,FMX,Car,9FP1-4.6-H-891
921,LINCOLN-MERCURY,MILAN,186.66125,FMX,Car,AR600011
922,LINCOLN-MERCURY,MKT,413.8215,FMX,Truck,BP43-3.7-J-111
923,LINCOLN-MERCURY,TOWN CAR,364.28025,FMX,Car,9VC1-4.6-L-873
924,LOTUS,EVORA,379.3959077617647,LTX,Car,EDV-10-EVM6S
925,LOTUS,Elise/Exige,324.37635714285716,LTX,Car,EDV-06-LE08
926,Land Rover,Discovery Sport,299.0,JLX,Truck,3AFTT028
927,Land Rover,LR2,338.745,JLX,Truck,LBDVP001
928,Land Rover,LR4,413.74666666666667,JLX,Car,LSETT004
929,Land Rover,Range Rover,427.845,LRX,Truck,LKDTT066
930,Land Rover,Range Rover 3.0 PZEV,353.115,JLX,Truck,LKFTT220
931,Land Rover,Range Rover Evoque,295.0573380727273,JLX,Truck,3ETTP008
932,Land Rover,Range Rover Evoque Cabriolet,290.595,JLX,Truck,3ETTP008
933,Land Rover,Range Rover Sport,392.5390020590909,JLX,Car,LXEVP084
934,Land Rover,Range Rover Supercharged,453.30999999999995,LRX,Truck,LKDTT065
935,Lincoln,MKC,315.0,FMX,Truck,FUJ00181
936,Lincoln,MKS,325.07255905,FMX,Car,DLE3-3.7-H-333
937,Lincoln,MKS AWD,348.0,FMX,Car,DG611964
938,Lincoln,MKS FWD,304.04042857142855,FMX,Car,DG600001
939,Lincoln,MKT,342.5833333333333,FMX,Car,DP43-3.7-J-319
942,Lincoln,MKTLivery,289.6203,FMX,Car,DBL50063
943,Lincoln,MKX AWD,354.526875,FMX,Truck,GBL20040
944,Lincoln,MKX FWD,325.78933333333333,FMX,Truck,GBL20018
945,Lincoln,MKZ AWD,316.316375,FMX,Car,DR800021
946,Lincoln,Navigator L 4x2,405.3275,FMX,Truck,FEJ00004
947,Lincoln,Navigator L 4x4,415.65489015,FMX,Truck,FEJ00004
948,Lincoln-Mercury,MILAN,358.5200909090909,FMX,Car,ADE3-3.0-L-945
949,Lotus,Evora S-IPS,369.3472,LTX,Car,EDV-12-EVA02
950,MASERATI,GHIBLI V6 RWD,359.90000000000003,MAX,Car,070791
951,MASERATI,GRANTURISMO,487.2153888888889,MAX,Car,45367
952,MASERATI,GRANTURISMO CONVERTIBLE,459.5482,MAX,Car,048675
953,MASERATI,GRANTURISMO S AUTOMATIC,489.1138333333334,MAX,Car,45367
954,MASERATI,GRANTURISMO SPORT,437.75,MAX,Car,045367
955,MASERATI,Ghibli S Q4 V6,367.575,MAX,Car,068778
956,MASERATI,Ghibli S Q4 V6 AWD,357.5,MAX,Car,068770
957,MASERATI,Ghibli S RWD,355.2,MAX,Car,070795
958,MASERATI,Ghibli V6 RWD,359.85,MAX,Car,070791
959,MASERATI,QUATTROPORTE,510.49257142857147,MAX,Car,027160
960,MASERATI,QUATTROPORTE GTS,410.63,MAX,Car,070989
961,MASERATI,QUATTROPORTE S,500.56865,MAX,Car,ZAMJK39A690027157
962,MASERATI,QUATTROPORTE S V6 RWD,363.54999999999995,MAX,Car,068553
963,MASERATI,QUATTROPORTE SQ4 V6,370.45151878,MAX,Car,068333
964,MAZDA,CX-3,215.927673175,TKX,Car,6ECPEG1-024
965,MAZDA,CX-7,341.56905150434784,TKX,Truck,0ECL3TG1-010
966,MAZDA,CX-9,277.0153475875,TKX,Truck,6EBPYTG2-042
967,MAZDA,MAZDA CX-9 4x2,371.90699765,TKX,Truck,8J53-3.7-H-702
969,MAZDA,MAZDA2,197.20147865714284,TKX,Car,6ECP5V31-007
970,MAZDA,MAZDA3,220.4785031973913,TKX,Car,4ECPE31-029
971,MAZDA,MAZDA5,284.8158470923077,TKX,Car,2ECL5XS1-001
972,MAZDA,MAZDA6,245.14611336630435,TKX,Car,4ECPY31-009
973,MAZDA,MX-5,266.17,TKX,Car,6ECPE31-034
974,MAZDA,Mazda3,265.5,TKX,Car,0ECL5XS2-015
975,MAZDA,Mazda5,272.75,TKX,Car,8ECL3X21
976,MAZDA,Mazdaspeed3,321.5,TKX,Car,0ECL3T31-012
977,MAZDA,RX-8,345.75,TKX,Car,9EC13B31
978,MBV,MV-1,445.0721659,MBV,Truck,V-28
979,MERCURY,MARINER HEV 4X4,227.80966666666666,FMX,Truck,AM71-2.5-C-947
980,MITSUBISHI,ECLIPSE,295.132998884375,DSX,Car,EB11-B453
981,MITSUBISHI,ECLIPSE SPYDER,320.54706125,DSX,Car,EB08-B831
982,MITSUBISHI,ENDEAVOR 2WD,372.6661775,DSX,Truck,EB08-U853
983,MITSUBISHI,ENDEAVOR AWD,398.299945,DSX,Truck,EB08-U851
984,MITSUBISHI,GALANT,270.34067300000004,DSX,Car,EB10-A455
985,MITSUBISHI,LANCER,248.53221238289476,MTX,Car,EB11-CA52
986,MITSUBISHI,LANCER AWD,246.490935,MTX,Car,EB16-CB7A
987,MITSUBISHI,LANCER EVOLUTION,353.33735875,MTX,Car,EB11-CA72
988,MITSUBISHI,LANCER SPORTBACK,276.40522122,MTX,Car,EB11-CA53
989,MITSUBISHI,MIRAGE,165.41351872500002,MTX,Car,EB14-LD22
990,MITSUBISHI,OUTLANDER 2WD,276.4534985,MTX,Truck,EB16-RB3B
991,MITSUBISHI,OUTLANDER 4WD,285.78247382307694,MTX,Truck,EB16-RB3B
992,MITSUBISHI,OUTLANDER SPORT 2WD,247.63574568888887,MTX,Truck,EB16-ZA42
993,MITSUBISHI,OUTLANDER SPORT 4WD,256.42347955,MTX,Truck,EB16-ZA4A
995,MV,MV-1,430.85,MBV,Truck,FMEX0001
996,Magnum,Magnum,259.874936,CRX,Car,K5LXC6554
997,Mahindra,TR40,437.05697369999996,MML,Truck,MA1TZ4BJL92A14029
998,Mazda,6,387.3482,TKX,Car,BBD3-3.7-J-963
999,Mazda,CX-5,236.6851851851852,TKX,Truck,3EFPE31-004
1000,Mazda,CX-9 AWD,364.563,TKX,Truck,BJ53-3.7-C-219
1001,Mazda,CX-9 FWD,343.00975000000005,TKX,Truck,BJ53-3.7-L-141
1002,Mazda,Mazda 3 DI 4-Door,204.625,TKX,Car,2ECPE31-012
1003,Mazda,Mazda 3 DI 5-Door,205.85013066666667,TKX,Car,2ECPES2-018
1004,Mazda,Mazda3,231.0,TKX,Car,0EFLFX21-001
1005,McLaren,570S Coupe,428.9,MLN,Car,SBM13GAB4FW000004
1006,McLaren,MP4-12C Coupe,449.76299605599996,MLN,Car,SBM11BAA0AW99PP06
1007,McLaren,P1,453.61814147999996,MLN,Car,SBM12ABA7EW990019
1008,Mecedes-Benz,C 350,336.01509335000003,MBX,Car,W204E35-Z8026
1010,Mercedes-Benz,AMG C 63,330.92,MBX,Car,W205E40DETC-Z5020-2
1011,Mercedes-Benz,AMG G65,680.3,MBX,Both,G463E60TC-Z6021
1012,Mercedes-Benz,AMG GLE 63 S (coupe),520.624,MBX,Truck,C292E55DETC-Z2015-4
1013,Mercedes-Benz,AMG GT S,368.36,MBX,Car,C190E40DETC-Z6013
1015,Mercedes-Benz,C 250,262.95975355,MBX,Car,W204E18DETC-Z2017
1016,Mercedes-Benz,C 250 (Coupe),262.95625,MBX,Car,C204E18DETC-Z2017-1
1017,Mercedes-Benz,C 300,300.5805555555555,MBX,Car,W205E20DETC-Z5022
1018,Mercedes-Benz,C 300 4MATIC,305.2092266851852,MBX,Car,W205E20DETC-Z5023
1019,Mercedes-Benz,C 350,295.9425641025641,MBX,Both,W204E35DEH-Z3025
1020,Mercedes-Benz,C 350 (Coupe),315.425,MBX,Car,C204E35DEH-Z3025-2
1021,Mercedes-Benz,C 350 4MATIC (Coupe),298.365,MBX,Car,C204E35DEH-Z2018-3
1022,Mercedes-Benz,C 350 4Matic (Coupe),298.1,MBX,Car,C204E35DEH-Z3025-3
1023,Mercedes-Benz,C 350e,213.995,MBX,Car,W205E20DETC-Z6029
1024,Mercedes-Benz,C 400 4MATIC,276.675,MBX,Car,W205E30DETC-Z5017
1025,Mercedes-Benz,C 450 AMG,276.925,MBX,Car,W205E30DETC-Z5017
1026,Mercedes-Benz,C 63 AMG,457.43666666666667,MBX,Car,W204E63-Z1011
1027,Mercedes-Benz,C 63 AMG Black Series (coupe),438.13,MBX,Car,C204E63-Z1011-2
1028,Mercedes-Benz,C300,312.7,MBX,Both,W204E30-Z0031
1029,Mercedes-Benz,CL 550 4MATIC,452.4342105263158,MBX,Car,C216E46DETC-Z2038-3
1030,Mercedes-Benz,CL 600,484.31711344999997,MBX,Car,C216E55TC-Z7014-1
1031,Mercedes-Benz,CL 63 AMG,463.7035294117647,MBX,Car,C216E55DETC-Z2029
1032,Mercedes-Benz,CL 65 AMG,503.75,MBX,Car,C216E60TC-Z1017-1
1033,Mercedes-Benz,CLA 250,215.10000000000002,MBX,Car,C117E20DETC-Z4022
1034,Mercedes-Benz,CLA 250 4MATIC,239.475,MBX,Both,C117E20DETC-Z5021-3
1035,Mercedes-Benz,CLA 45 AMG 4MATIC,255.845,MBX,Car,C117E20DETC-Z4023
1036,Mercedes-Benz,CLS 400,279.08,MBX,Car,C218E30DETC-Z5010-3
1037,Mercedes-Benz,CLS 400 4MATIC,282.7671543,MBX,Car,C218E30DETC-Z5010-4
1038,Mercedes-Benz,CLS 550,386.83768806,MBX,Car,C218E46DETC-Z5030
1039,Mercedes-Benz,CLS 550 4MATIC,390.471875,MBX,Car,C218E46DETC-Z5030-1
1040,Mercedes-Benz,CLS 63 AMG,435.84923944499997,MBX,Car,C218E55DETC-Z2023
1041,Mercedes-Benz,CLS 63 AMG 4MATIC,375.15000000000003,MBX,Car,C218E55DETC-Z2023-3
1042,Mercedes-Benz,E 250 BLUETEC,223.88,MBX,Both,W212DE22TC-Z4010
1043,Mercedes-Benz,E 250 BLUETEC 4MATIC,237.57500000000002,MBX,Both,W212DE22TC-Z4010-1
1044,Mercedes-Benz,E 350,297.6165584611111,MBX,Car,W212E35DEH-Z4024
1045,Mercedes-Benz,E 350 (Convertible),306.685,MBX,Both,A207E35DEH-Z2035-2
1046,Mercedes-Benz,E 350 (Coupe),292.886,MBX,Car,C207E35DEH-Z2030
1047,Mercedes-Benz,E 350 (convertible),333.8522222222222,MBX,Car,A207E35DEH-Z4025-1
1048,Mercedes-Benz,E 350 (coupe),321.16902494615385,MBX,Car,C207E35DEH-Z4025
1049,Mercedes-Benz,E 350 4 MATIC,282.75,MBX,Car,W212E35DEH-Z2004-1
1050,Mercedes-Benz,E 350 4 MATIC (Coupe),306.6,MBX,Car,C207E35DEH-Z2026-2
1051,Mercedes-Benz,E 350 4MATIC,301.36583333333334,MBX,Car,W212E35DEH-Z4024-1
1052,Mercedes-Benz,E 350 4MATIC (Coupe),301.2676923076923,MBX,Car,C207E35DEH-Z2030-1
1053,Mercedes-Benz,E 350 4MATIC (Station Wagon),300.886,MBX,Car,S212E35DEH-Z4024-2
1054,Mercedes-Benz,E 350 4MATIC (coupe),295.95428571428573,MBX,Car,C207E35DEH-Z4025-2
1055,Mercedes-Benz,E 350 BLUETEC,295.89166666666665,MBX,Car,W212DE30TC-Z0016
1056,Mercedes-Benz,E 350 Coupe,325.92,MBX,Car,C207E35-Z0010
1057,Mercedes-Benz,E 400,281.245,MBX,Car,W212E30DETC-Z5010
1058,Mercedes-Benz,E 400 (convertible),279.245,MBX,Car,A207E30DETC-Z5011-1
1059,Mercedes-Benz,E 400 (coupe),279.045,MBX,Car,C207E30DETC-Z5011
1060,Mercedes-Benz,E 400 4MATIC,293.565,MBX,Car,W212E30DETC-Z5010-1
1061,Mercedes-Benz,E 400 4MATIC (coupe),286.895,MBX,Car,C207E30DETC-Z5031
1062,Mercedes-Benz,E 400 4MATIC (station wagon),305.24,MBX,Car,S212E30DETC-Z5010-2
1063,Mercedes-Benz,E 400 HYBRID,283.7207142857143,MBX,Car,W212E35DEH Hyb-Z3017
1064,Mercedes-Benz,E 550,375.355,MBX,Both,W212E55-Z0019
1065,Mercedes-Benz,E 550 (Convertible),430.83000000000004,MBX,Car,A207E46DETC-Z2028-1
1066,Mercedes-Benz,E 550 (Coupe),400.106,MBX,Car,C207E46DETC-Z2028
1067,Mercedes-Benz,E 550 (convertible),346.033375,MBX,Car,A207E46DETC-Z4028-1
1068,Mercedes-Benz,E 550 (coupe),343.14500000000004,MBX,Car,C207E46DETC-Z4028
1069,Mercedes-Benz,E 550 4MATIC,388.2388888888889,MBX,Car,W212E46DETC-Z4015-2
1070,Mercedes-Benz,E 63 AMG,440.01962962962966,MBX,Car,W212E55DETC-Z2023-1
1071,Mercedes-Benz,E 63 AMG (Station Wagon),445.50200000000007,MBX,Car,S212E55DETC-Z2023-2
1072,Mercedes-Benz,E 63 AMG 4MATIC,358.85999999999996,MBX,Car,W212E55DETC-Z2023-4
1073,Mercedes-Benz,E 63 AMG S 4MATIC,376.98499999999996,MBX,Car,W212E55DETC-Z2023-6
1074,Mercedes-Benz,E 63 AMG S 4MATIC (station wagon),378.74,MBX,Car,S212E55DETC-Z2023-5
1076,Mercedes-Benz,G 55 AMG,605.534,MBX,Truck,G463E55SC-Z5006-1
1077,Mercedes-Benz,G 550,533.0604,MBX,Truck,G463E40DETC-Z6016
1078,Mercedes-Benz,GL 350 BLUETEC,401.825,MBX,Truck,X164DE30TC-Z9000
1079,Mercedes-Benz,GL 350 BLUETEC 4MATIC,388.8192857142857,MBX,Truck,X166DE30TC-Z3029-1
1080,Mercedes-Benz,GL 450 4MATIC,470.3475,MBX,Truck,X166E30DETC-Z5018-1
1081,Mercedes-Benz,GL 550 4MATIC,521.03,MBX,Truck,X166E46DETC-Z3030-1
1082,Mercedes-Benz,GL 63 AMG,588.044,MBX,Truck,G463E55DETC-Z3023
1083,Mercedes-Benz,GLA 250,225.29,MBX,Both,X156E20DETC-Z5021-2
1084,Mercedes-Benz,GLA 250 4MATIC,240.9925,MBX,Both,X156E20DETC-Z5021
1085,Mercedes-Benz,GLA 45 AMG 4MATIC,263.6825,MBX,Car,X156E20DETC-Z4023-1
1086,Mercedes-Benz,GLC 300,269.285,MBX,Both,X253E20DETC-Z6015
1087,Mercedes-Benz,GLC 300 4MATIC,277.38,MBX,Both,X253E20DETC-Z6015-1
1088,Mercedes-Benz,GLE 300 d 4MATIC,375.24,MBX,Truck,W166DE22TC-Z6028
1089,Mercedes-Benz,GLE 350 D 4MATIC,294.5,MBX,Truck,C292DE30TC-Z6019-1
1090,Mercedes-Benz,GLE 450 AMG (coupe),341.98,MBX,Truck,C292E30DETC-Z6011
1091,Mercedes-Benz,GLE 550 e 4MATIC,388.052,MBX,Truck,W166E30DETC-Z6017
1092,Mercedes-Benz,GLK 250 BLUETEC 4MATIC,271.12,MBX,Truck,X204DE22TC-Z3016
1093,Mercedes-Benz,GLK 350,378.8511111111111,MBX,Both,X204E35DEH-Z3013-1
1094,Mercedes-Benz,GLK 350 4MATIC,353.190554708,MBX,Both,X204E35DEH-Z3013
1095,Mercedes-Benz,ML 250 BlueTEC 4MATIC,376.594,MBX,Truck,W166DE22TC-Z4011
1096,Mercedes-Benz,ML 350,351.934375,MBX,Both,W166E35DEH-Z2036-2
1097,Mercedes-Benz,ML 350 4MATIC,340.56608700416666,MBX,Both,W166E35DEH-Z2036
1098,Mercedes-Benz,ML 350 BLUETEC,392.96666666666664,MBX,Truck,V251DE30TC-Z9016-1
1099,Mercedes-Benz,ML 350 BLUETEC 4MATIC,334.695,MBX,Truck,W166DE30TC-Z2012-1
1100,Mercedes-Benz,ML 400 4MATIC,342.72,MBX,Truck,W166E30DETC-Z5018
1101,Mercedes-Benz,ML 550 4MATIC,466.714,MBX,Truck,W166E46DETC-Z2014
1102,Mercedes-Benz,ML 63 AMG,583.4653125,MBX,Truck,W166E55DETC-Z2015
1103,Mercedes-Benz,ML450 HYBRID 4MATIC,354.66375,MBX,Truck,W164E45-Z0030
1104,Mercedes-Benz,Maybach 57 Zeppelin,554.645,MBX,Car,W240E60TC-Z0040
1105,Mercedes-Benz,Maybach 57S,567.5649999999999,MBX,Car,W240E60TC-Z6040
1106,Mercedes-Benz,Maybach 62,568.075,MBX,Car,V240E55TC-Z7015
1107,Mercedes-Benz,Maybach S 600,438.57500000000005,MBX,Both,X222E60TC-Z5014-1
1108,Mercedes-Benz,Metris (Cargo Van),310.15034036000003,MBX,Truck,L447E20DETC-Z6027-1
1109,Mercedes-Benz,Metris (Passenger Van),340.66,MBX,Truck,L447E20DETC-Z6027
1110,Mercedes-Benz,R 350 4MATIC,393.695,MBX,Truck,V251E35DEH-Z2016
1111,Mercedes-Benz,R 350 BLUETEC,379.065,MBX,Truck,W164DE30TC-Z9018
1112,Mercedes-Benz,R 350 BLUETEC 4MATIC,409.9776717,MBX,Truck,V251DE30TC-Z9016
1113,Mercedes-Benz,S 350 BLUETEC 4MATIC,307.135,MBX,Car,V221DE30TC-Z3856
1114,Mercedes-Benz,S 400 HYBRID,310.28486350000003,MBX,Car,V221E35-Z0025
1115,Mercedes-Benz,S 550,415.7271875,MBX,Car,V222E46DETC-Z4016
1116,Mercedes-Benz,S 550 4MATIC,441.20862068965516,MBX,Car,V222E46DETC-Z4016-1
1117,Mercedes-Benz,S 550 4MATIC (coupe),350.69,MBX,Car,C217E46DETC-Z4016-3
1118,Mercedes-Benz,S 550 e,252.655,MBX,Car,V222E30DETC-Z5026
1119,Mercedes-Benz,S 600,464.8827830166667,MBX,Both,V222E60TC-Z5014
1120,Mercedes-Benz,S 63 AMG,459.9157142857143,MBX,Car,V221E55DETC-Z2029-1
1121,Mercedes-Benz,S 63 AMG 4MATIC,465.942,MBX,Car,V222E55DETC-Z4017
1122,Mercedes-Benz,S 63 AMG 4MATIC (coupe),370.145,MBX,Car,C217E55DETC-Z4017-1
1123,Mercedes-Benz,S 65 AMG,467.7283333333333,MBX,Car,V222E60TC AMG-Z5013
1124,Mercedes-Benz,S 65 AMG (coupe),445.84166325,MBX,Car,C217E60TC-Z5013-1
1125,Mercedes-Benz,SL 400,293.015,MBX,Car,R231E30DETC-Z5029
1126,Mercedes-Benz,SL 550,395.66238095238094,MBX,Car,R231E46DETC-Z3018
1127,Mercedes-Benz,SL 63 AMG,442.63875,MBX,Car,R231E55DETC-Z3019
1128,Mercedes-Benz,SL 65 AMG,424.535,MBX,Car,R231E60TC-Z3020
1129,Mercedes-Benz,SLK 250,252.6275,MBX,Car,R172E18DETC-Z2033
1130,Mercedes-Benz,SLK 300,335.1753846153846,MBX,Car,R172E20DETC-Z6014
1131,Mercedes-Benz,SLK 350,296.9384079263158,MBX,Car,R172E35DEH-Z3027
1132,Mercedes-Benz,SLK 55 AMG,369.6333333333333,MBX,Car,R172E55DE-Z2011
1133,Mercedes-Benz,SLS AMG,486.99375,MBX,Car,R197E63-Z1023-1
1134,Mercedes-Benz,SLS AMG Black Series Coupe,478.96999999999997,MBX,Car,C197E63-Z4030
1135,Mercedes-Benz,Smart Fortwo (Coupe),198.69383333333334,MBX,Car,C453E09TC-Z6024
1136,Mercedes-Benz,smart ForTwo (convertible),177.725,MBX,Car,A451E10-Z8010
1137,Mercedes-Benz,smart ForTwo (coupe),177.725,MBX,Car,A451E10-Z8010-1
1138,Mercedes-Benz,smart fortwo (Coupe),218.506639825,MBX,Car,C451E10-Z2027
1141,Mini,John Cooper Works,243.93260998181816,BMX,Car,T379400
1142,Mini,John Cooper Works All4 Countryman,262.6746267375,BMX,Car,WL99204
1143,Mini,John Cooper Works Clubman,235.925,BMX,Car,T384700
1144,Mini,John Cooper Works Convertible,240.375,BMX,Car,T384700
1145,Mini,MINI COOPER HARDTOP 2 DOOR,206.085,BMX,Car,T739201
1146,Mini,MINI COOPER HARDTOP 4 DOOR,207.42166666666665,BMX,Car,T739201
1147,Mini,MINI John Cooper Works Hardtop,237.88232824285714,BMX,Car,T996307
1148,Mini,Mini Clubman,210.07999999999998,BMX,Car,TX95505
1149,Mini,Mini Cooper,215.54591251944444,BMX,Car,TX95505
1150,Mini,Mini Cooper (3-doors),204.83261976923075,BMX,Car,3A04503
1151,Mini,Mini Cooper (5-doors),204.6105064333333,BMX,Car,T826907
1152,Mini,Mini Cooper Clubman,214.22533333333334,BMX,Car,2B27706
1153,Mini,Mini Cooper Convertible,220.4001940677966,BMX,Car,3A81005
1154,Mini,Mini Cooper Countryman,234.80249999999998,BMX,Car,WH94501
1155,Mini,Mini Cooper JCW,233.86,BMX,Car,TF96000
1156,Mini,Mini Cooper JCW Clubman,236.905,BMX,Car,TF96000
1157,Mini,Mini Cooper S,227.55605263157892,BMX,Car,TY10009
1158,Mini,Mini Cooper S (3-doors),229.6885199888889,BMX,Car,T740204
1159,Mini,Mini Cooper S (5-doors),236.52765706666665,BMX,Car,T891600
1160,Mini,Mini Cooper S Clubman,224.7821052631579,BMX,Car,2B30701
1161,Mini,Mini Cooper S Convertible,230.91880180625,BMX,Car,3A91004
1162,Mini,Mini Cooper S Countryman,231.52291666666667,BMX,Car,WH97510
1163,Mini,Mini Cooper S Countryman All4,244.295157025,BMX,Car,WH97510
1164,Mini,Mini John Cooper Works Convertible,233.295,BMX,Car,TF96000
1167,NISSAN,ARMADA SE 5.6L 4X4,478.93333333333334,NSX,Truck,SKB385
1168,NISSAN,ARMADA SE 5.6L 4x4,506.3333333333333,NSX,Truck,SKB308
1169,NISSAN,FRONTIER KING CAB XE,338.75,NSX,Truck,SRB071
1170,NISSAN,FRONTIER KING CAB XE 4X2,322.3,NSX,Truck,SRB071
1171,NISSAN,FRONTIER KING PRO4X4,422.63157894736844,NSX,Truck,SRE301
1172,NISSAN,INFINITI QX56 4x4,480.8333333333333,NSX,Truck,SKB387
1173,NISSAN,NISSAN 370Z ROADSTER Touring,321.9019607843137,NSX,Car,FHB033
1174,NISSAN,NISSAN 370Z Touring,324.01785714285717,NSX,Car,FGE357
1175,NISSAN,NISSAN ALTIMA 2.5 S,245.4,NSX,Both,FKB337
1176,NISSAN,NISSAN ALTIMA 2.5S,250.0,NSX,Both,FKB337
1177,NISSAN,NISSAN ALTIMA 2.5SL,207.64289387083332,NSX,Car,FPB063
1178,NISSAN,NISSAN ALTIMA 3.5 SR,299.1506849315069,NSX,Car,FKB339
1179,NISSAN,NISSAN ALTIMA 3.5SL,260.3333333333333,NSX,Car,FPB064
