,Represented Test Veh Make,Represented Test Veh Model,CO2 (g/mi),Veh Mfr Code,Vehicle Type,Test Vehicle ID
2113,TOYOTA,PRIUS v,151.5627894153846,TYX,Car,12-ZW2H
2114,TOYOTA,RAV4,219.76382410000002,TYX,Truck,19-AA6A
2115,TOYOTA,RAV4 AWD,223.9516804421875,TYX,Truck,19-AA1A
2116,TOYOTA,RAV4 AWD TRD OFFROAD,238.91707672727273,TYX,Both,19-AA1A
2117,TOYOTA,RAV4 HYBRID AWD,200.30500187386363,TYX,Truck,19-AA2H
2118,TOYOTA,RAV4 HYBRID AWD WOODLAND EDITION,210.07033013999998,TYX,Both,23-AA1H
2119,TOYOTA,RAV4 Limited AWD,268.2852475,TYX,Truck,13-AA1A
2120,TOYOTA,RAV4 PRIME AWD,206.24828318,TYX,Truck,21-AP3H
2121,TOYOTA,SEQUOIA 2WD,403.10184648333336,TYX,Truck,23-VK2H
2122,TOYOTA,SEQUOIA 4WD,424.2038788722222,TYX,Truck,23-VK1H
2123,TOYOTA,SEQUOIA 4WD FFV,459.35820137499996,TYX,Truck,18-SK5A
2124,TOYOTA,SIENNA,237.30276998172042,TYX,Truck,21-AL3H
2125,TOYOTA,SIENNA AWD,244.14753614655174,TYX,Truck,21-AL2H
2126,TOYOTA,TACOMA 2WD,314.83743005,TYX,Truck,24-TN2A
2127,TOYOTA,TACOMA 4WD,336.46752275809524,TYX,Truck,24-TN1A
2128,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,365.95259177500003,TYX,Truck,16-GN1M
2129,TOYOTA,TACOMA HYBRID 4WD,285.99654357500003,TYX,Truck,24-TN1H
2130,TOYOTA,TOYOTA CROWN AWD,189.73225524166665,TYX,Both,23-AS1H
2131,TOYOTA,TOYOTA CROWN SIGNIA AWD,207.17297426363638,TYX,Car,25-AS1H
2132,TOYOTA,TUNDRA 2WD,375.16602019404763,TYX,Truck,22-VK4A
2133,TOYOTA,TUNDRA 2WD FFV,440.1071417416667,TYX,Truck,16-SK1A
2134,TOYOTA,TUNDRA 4WD,414.57742289873414,TYX,Truck,22-VK2A
2135,TOYOTA,TUNDRA 4WD FFV,456.92792785,TYX,Truck,18-SK7A
2136,TOYOTA,TUNDRA 4WD PRO,349.54540475,TYX,Truck,23-VK1H
2137,TOYOTA,VENZA AWD,201.66412112999998,TYX,Truck,21-AH1H
2138,TOYOTA,YARIS,192.97094030588235,TYX,Car,12-NP1A
2193,VOLKSWAGEN,Arteon,306.8333333333333,VGA,Car,VW483000092
2194,VOLKSWAGEN,Arteon 4Motion,340.8,VGA,Car,VW483010176
2195,VOLKSWAGEN,Arteon PA,320.0,VGA,Car,VW483010177
2196,VOLKSWAGEN,Atlas,338.34615384615387,VGA,Truck,LC500004
2197,VOLKSWAGEN,Atlas Cross Sport,350.5,VGA,Truck,MC500018
2198,VOLKSWAGEN,Atlas Cross Sport AWD,356.6666666666667,VGA,Truck,LC200114
2199,VOLKSWAGEN,Audi S3,318.4,VGA,Car,AU371090047
2200,VOLKSWAGEN,Beetle,265.96408368648645,VGA,Car,VW324-17-0129/18
2201,VOLKSWAGEN,GTI,291.46153846153845,VGA,Car,UG333
2202,VOLKSWAGEN,Golf,250.15792913538462,VGA,Car,VW370-01-0004
2203,VOLKSWAGEN,Golf Alltrack,317.2,VGA,Car,HAPA-GAQ
2204,VOLKSWAGEN,Golf GTI,297.35483870967744,VGA,Car,VW370-01-0010
2205,VOLKSWAGEN,Golf R,329.1578947368421,VGA,Car,VW370090329
2206,VOLKSWAGEN,Jetta,231.87276931694913,VGA,Car,VW371-00-0104
2207,VOLKSWAGEN,Jetta GLI,287.0,VGA,Car,VW371-01-0073
2208,VOLKSWAGEN,PASSAT CC 4MOTION,407.0,VWX,Car,VW461 90122/09
2209,VOLKSWAGEN,Passat,289.35627485142857,VGA,Both,VW411120012
2210,VOLKSWAGEN,TAOS,235.5,VGA,Car,VW316-51-0581
2211,VOLKSWAGEN,Taos,206.09487915,VGA,Car,VW316510275
2212,VOLKSWAGEN,Tiguan,330.0,VGA,Both,TIGUAN FWD
2213,VOLKSWAGEN,Tiguan 4Motion,351.6666666666667,VGA,Both,VW326070865
2214,VOLKSWAGEN,Tiguan AWD,282.687004075,VGA,Both,VW326010302
2215,VOLKSWAGEN,Tiguan FWD,260.5,VGA,Both,VW326010305
2216,VOLKSWAGEN,Tiguan Limited,297.625,VGA,Truck,51554/18
2217,VOLKSWAGEN,Touareg,348.5,VWX,Truck,VW526 10366 /11
2227,Volkswagen,Arteon,294.1764705882353,VGA,Car,VW483-04-0111
2228,Volkswagen,Arteon 4Motion,318.6,VGA,Car,VW483020042
2229,Volkswagen,Atlas,314.7307692307692,VGA,Truck,VW416040075
2230,Volkswagen,Atlas 4Motion,329.3702392592593,VGA,Truck,VW416040074
2231,Volkswagen,Atlas Cross Sport,295.5,VGA,Truck,VW416150021
2232,Volkswagen,Atlas Peak Edition,326.6666666666667,VGA,Truck,VW416150015
2233,Volkswagen,Atlas SE/SEwTech 4Motion,325.0,VGA,Truck,VW416150019
2234,Volkswagen,CC,320.6,VWX,Car,469 00062/10
2235,Volkswagen,GLI,271.1621621621622,VGA,Both,VW371050075
2236,Volkswagen,GTI,291.43526277142854,VGA,Car,VW380050233
2237,Volkswagen,Golf GTI,285.86491088,VGA,Car,VW38002-0084
2238,Volkswagen,Golf R,328.0285714285714,VGA,Car,VW38004-0068
2247,Volkswagen,Jetta,196.9504776,VGA,Both,VW371040169
2248,Volkswagen,Jetta SE/SEL,205.0,VGA,Car,VW371020092
2249,Volkswagen,Passat,281.3333333333333,VWX,Car,461 90010/10
2250,Volkswagen,Taos,203.47079424999998,VGA,Both,VW316550207
2251,Volkswagen,Taos 4Motion,234.8142638833333,VGA,Both,VW316550199
2252,Volkswagen,Tiguan,260.3095846785714,VGA,Both,VW336350653
2253,Volkswagen,Tiguan 4Motion,264.55506565,VGA,Both,VW336350656
2254,Volkswagen,Tiguan FWD,247.75,VGA,Both,VW326030276
2255,Volkswagen,Tiguan S,222.7948475,VGA,Both,VW336350653
2265,Volvo,S60 B5,214.875,VVX,Both,202523
2266,Volvo,S60 B5 AWD,229.375,VVX,Both,202524
2267,Volvo,S60 Inscription T5 AWD,247.5,VVX,Both,201822
2268,Volvo,S60 Inscription T5 FWD,219.0,VVX,Both,201821
2269,Volvo,S60 Polestar AWD,288.0,VVX,Car,201708
2270,Volvo,S60 T5 AWD,254.25,VVX,Both,202108
2271,Volvo,S60 T5 AWD Inscription,245.0,VVX,Both,201704
2272,Volvo,S60 T5 FWD,232.83333333333334,VVX,Both,202014
2273,Volvo,S60 T6 AWD,265.3333333333333,VVX,Both,202023
2274,Volvo,S60 T8 AWD,209.625,VVX,Both,202004
2275,Volvo,S60 T8 AWD Recharge Extended Range,206.5,VVX,Both,202213
2276,Volvo,S90 B6 AWD,250.5,VVX,Both,202526
2277,Volvo,S90 T5 AWD,248.0,VVX,Both,201825
2278,Volvo,S90 T5 FWD,236.75,VVX,Both,201815
2279,Volvo,S90 T6 AWD,261.125,VVX,Both,202021
2280,Volvo,S90 T8 AWD,217.8,VVX,Both,202003
2281,Volvo,S90 T8 AWD Recharge Extended Range,220.0,VVX,Both,202212
2282,Volvo,V60 CC T5 AWD,260.5,VVX,Both,201702
2283,Volvo,V60 Polestar AWD,294.0,VVX,Car,201708
2284,Volvo,V60 T6 AWD,258.5,VVX,Both,201920
2285,Volvo,V60CC B5 AWD,245.16666666666666,VVX,Both,202521
2286,Volvo,V60CC T5 AWD,260.125,VVX,Both,202015
2287,Volvo,V90 CC T6 AWD,261.5,VVX,Both,201716
2288,Volvo,V90 T6 AWD,268.0,VVX,Both,201917
2289,Volvo,V90CC B6 AWD,261.75,VVX,Both,202423
2290,Volvo,V90CC T5 AWD,244.8,VVX,Both,201909
2291,Volvo,V90CC T6 AWD,273.0,VVX,Both,202022
2292,Volvo,XC40 B4,241.5,VVX,Both,202315
2293,Volvo,XC40 B5 AWD,251.30569711666666,VVX,Both,202522
2298,Volvo,XC40 T4 FWD,245.5,VVX,Both,202017
2299,Volvo,XC40 T5 AWD,259.25,VVX,Both,202016
2300,Volvo,XC60 B5,252.499900825,VVX,Both,202304
2301,Volvo,XC60 B5 AWD,266.12051392222224,VVX,Truck,202520
2302,Volvo,XC60 B6 AWD,277.5,VVX,Both,202219
2303,Volvo,XC60 T5 AWD,282.54857151,VVX,Both,202012
2304,Volvo,XC60 T5 FWD,264.0050834,VVX,Both,202011
2305,Volvo,XC60 T6 AWD,290.6412195,VVX,Both,202019
2306,Volvo,XC60 T8 AWD,245.875,VVX,Both,202002
2307,Volvo,XC60 T8 AWD Recharge,257.5,VVX,Both,202207
2308,Volvo,XC60 T8 AWD Recharge Extended Range,233.5,VVX,Both,202211
2309,Volvo,XC90 B5 AWD,265.875,VVX,Truck,202519
2310,Volvo,XC90 B6 AWD,303.42139978571424,VVX,Both,202421
2311,Volvo,XC90 T5 AWD,289.77777777777777,VVX,Both,202007
2312,Volvo,XC90 T5 FWD,274.15384615384613,VVX,Both,202006
2313,Volvo,XC90 T6 AWD,312.519524655,VVX,Both,202107
2314,Volvo,XC90 T8 AWD,264.231593575,VVX,Both,202001
2315,Volvo,XC90 T8 AWD Recharge,245.0,VVX,Both,202308
2316,Volvo,XC90 T8 AWD Recharge Extended Range,247.92813875000002,VVX,Both,202211
